REGION,CROP_NAME,YEAR,VARIABLE,VALUE,UoM,SOURCE,CALCULATED_R,CALCULATED_C,CALCULATED_V,ZERO_AS_NULL,COHERENCE_APY,COHERENCE_CROP
ES130,Sugar beet,2020,Yield,0.0,t/ha,NSI,,,Yes,,Yes,
ES211,Sugar beet,2020,Area,1111.0,ha,NSI,,,,,Yes,
ES211,Sugar beet,2020,Production,119116.0,t,NSI,,,,,Yes,
ES211,Sugar beet,2020,Yield,107.215,t/ha,NSI,,,Yes,,Yes,
ES212,Sugar beet,2020,Area,0.0,ha,NSI,,,,,Yes,
ES212,Sugar beet,2020,Production,0.0,t,NSI,,,,,Yes,
ES212,Sugar beet,2020,Yield,0.0,t/ha,NSI,,,Yes,,Yes,
ES213,Sugar beet,2020,Area,0.0,ha,NSI,,,,,Yes,
ES213,Sugar beet,2020,Production,0.0,t,NSI,,,,,Yes,
ES213,Sugar beet,2020,Yield,0.0,t/ha,NSI,,,Yes,,Yes,
ES220,Sugar beet,2020,Area,199.0,ha,NSI,,,,,Yes,
ES220,Sugar beet,2020,Production,14213.0,t,NSI,,,,,Yes,
ES220,Sugar beet,2020,Yield,71.422,t/ha,NSI,,,Yes,,Yes,
ES230,Sugar beet,2020,Area,658.0,ha,NSI,,,,,Yes,
ES230,Sugar beet,2020,Production,59421.0,t,NSI,,,,,Yes,
ES230,Sugar beet,2020,Yield,90.305,t/ha,NSI,,,Yes,,Yes,
ES241,Sugar beet,2020,Area,0.0,ha,NSI,,,,,Yes,
ES241,Sugar beet,2020,Production,0.0,t,NSI,,,,,Yes,
ES241,Sugar beet,2020,Yield,0.0,t/ha,NSI,,,Yes,,Yes,
ES242,Sugar beet,2020,Area,0.0,ha,NSI,,,,,Yes,
ES242,Sugar beet,2020,Production,0.0,t,NSI,,,,,Yes,
ES242,Sugar beet,2020,Yield,0.0,t/ha,NSI,,,Yes,,Yes,
ES243,Sugar beet,2020,Area,6.0,ha,NSI,,,,,Yes,
ES243,Sugar beet,2020,Production,450.0,t,NSI,,,,,Yes,
ES243,Sugar beet,2020,Yield,75.0,t/ha,NSI,,,Yes,,Yes,
ES411,Sugar beet,2020,Area,1584.0,ha,NSI,,,,,Yes,
ES411,Sugar beet,2020,Production,157296.0,t,NSI,,,,,Yes,
ES411,Sugar beet,2020,Yield,99.303,t/ha,NSI,,,Yes,,Yes,
ES412,Sugar beet,2020,Area,1371.0,ha,NSI,,,,,Yes,
ES412,Sugar beet,2020,Production,142049.0,t,NSI,,,,,Yes,
ES412,Sugar beet,2020,Yield,103.61,t/ha,NSI,,,Yes,,Yes,
ES413,Sugar beet,2020,Area,3782.0,ha,NSI,,,,,Yes,
ES413,Sugar beet,2020,Production,308294.0,t,NSI,,,,,Yes,
ES413,Sugar beet,2020,Yield,81.516,t/ha,NSI,,,Yes,,Yes,
ES414,Sugar beet,2020,Area,1472.0,ha,NSI,,,,,Yes,
ES414,Sugar beet,2020,Production,124771.0,t,NSI,,,,,Yes,
ES414,Sugar beet,2020,Yield,84.763,t/ha,NSI,,,Yes,,Yes,
ES415,Sugar beet,2020,Area,1309.0,ha,NSI,,,,,Yes,
ES415,Sugar beet,2020,Production,124233.0,t,NSI,,,,,Yes,
ES415,Sugar beet,2020,Yield,94.907,t/ha,NSI,,,Yes,,Yes,
ES416,Sugar beet,2020,Area,853.0,ha,NSI,,,,,Yes,
ES416,Sugar beet,2020,Production,86791.0,t,NSI,,,,,Yes,
ES416,Sugar beet,2020,Yield,101.748,t/ha,NSI,,,Yes,,Yes,
ES417,Sugar beet,2020,Area,195.0,ha,NSI,,,,,Yes,
ES417,Sugar beet,2020,Production,17001.0,t,NSI,,,,,Yes,
ES417,Sugar beet,2020,Yield,87.185,t/ha,NSI,,,Yes,,Yes,
ES418,Sugar beet,2020,Area,5772.0,ha,NSI,,,,,Yes,
ES418,Sugar beet,2020,Production,550522.0,t,NSI,,,,,Yes,
ES418,Sugar beet,2020,Yield,95.378,t/ha,NSI,,,Yes,,Yes,
ES419,Sugar beet,2020,Area,1522.0,ha,NSI,,,,,Yes,
ES419,Sugar beet,2020,Production,151631.0,t,NSI,,,,,Yes,
ES419,Sugar beet,2020,Yield,99.626,t/ha,NSI,,,Yes,,Yes,
ES421,Sugar beet,2020,Area,0.0,ha,NSI,,,,,Yes,
ES421,Sugar beet,2020,Production,0.0,t,NSI,,,,,Yes,
ES421,Sugar beet,2020,Yield,0.0,t/ha,NSI,,,Yes,,Yes,
ES422,Sugar beet,2020,Area,10.0,ha,NSI,,,,,Yes,
ES422,Sugar beet,2020,Production,952.0,t,NSI,,,,,Yes,
ES422,Sugar beet,2020,Yield,95.2,t/ha,NSI,,,Yes,,Yes,
ES423,Sugar beet,2020,Area,0.0,ha,NSI,,,,,Yes,
ES423,Sugar beet,2020,Production,0.0,t,NSI,,,,,Yes,
ES423,Sugar beet,2020,Yield,0.0,t/ha,NSI,,,Yes,,Yes,
ES424,Sugar beet,2020,Area,0.0,ha,NSI,,,,,Yes,
ES424,Sugar beet,2020,Production,0.0,t,NSI,,,,,Yes,
ES424,Sugar beet,2020,Yield,0.0,t/ha,NSI,,,Yes,,Yes,
ES425,Sugar beet,2020,Area,0.0,ha,NSI,,,,,Yes,
ES425,Sugar beet,2020,Production,0.0,t,NSI,,,,,Yes,
ES425,Sugar beet,2020,Yield,0.0,t/ha,NSI,,,Yes,,Yes,
ES431,Sugar beet,2020,Area,0.0,ha,NSI,,,,,Yes,
ES431,Sugar beet,2020,Production,0.0,t,NSI,,,,,Yes,
ES431,Sugar beet,2020,Yield,0.0,t/ha,NSI,,,Yes,,Yes,
ES432,Sugar beet,2020,Area,0.0,ha,NSI,,,,,Yes,
ES432,Sugar beet,2020,Production,0.0,t,NSI,,,,,Yes,
ES432,Sugar beet,2020,Yield,0.0,t/ha,NSI,,,Yes,,Yes,
ES511,Sugar beet,2020,Area,0.0,ha,NSI,,,,,Yes,
ES511,Sugar beet,2020,Production,0.0,t,NSI,,,,,Yes,
ES511,Sugar beet,2020,Yield,0.0,t/ha,NSI,,,Yes,,Yes,
ES512,Sugar beet,2020,Area,0.0,ha,NSI,,,,,Yes,
ES512,Sugar beet,2020,Production,0.0,t,NSI,,,,,Yes,
ES512,Sugar beet,2020,Yield,0.0,t/ha,NSI,,,Yes,,Yes,
ES513,Sugar beet,2020,Area,0.0,ha,NSI,,,,,Yes,
ES513,Sugar beet,2020,Production,0.0,t,NSI,,,,,Yes,
ES513,Sugar beet,2020,Yield,0.0,t/ha,NSI,,,Yes,,Yes,
ES514,Sugar beet,2020,Area,0.0,ha,NSI,,,,,Yes,
ES514,Sugar beet,2020,Production,0.0,t,NSI,,,,,Yes,
ES514,Sugar beet,2020,Yield,0.0,t/ha,NSI,,,Yes,,Yes,
ES521,Sugar beet,2020,Area,0.0,ha,NSI,,,,,Yes,
ES521,Sugar beet,2020,Production,0.0,t,NSI,,,,,Yes,
ES521,Sugar beet,2020,Yield,0.0,t/ha,NSI,,,Yes,,Yes,
ES522,Sugar beet,2020,Area,0.0,ha,NSI,,,,,Yes,
ES522,Sugar beet,2020,Production,0.0,t,NSI,,,,,Yes,
ES522,Sugar beet,2020,Yield,0.0,t/ha,NSI,,,Yes,,Yes,
ES523,Sugar beet,2020,Area,0.0,ha,NSI,,,,,Yes,
ES523,Sugar beet,2020,Production,0.0,t,NSI,,,,,Yes,
ES523,Sugar beet,2020,Yield,0.0,t/ha,NSI,,,Yes,,Yes,
ES611,Sugar beet,2020,Area,0.0,ha,NSI,,,,,Yes,
ES611,Sugar beet,2020,Production,0.0,t,NSI,,,,,Yes,
ES611,Sugar beet,2020,Yield,0.0,t/ha,NSI,,,Yes,,Yes,
ES612,Sugar beet,2020,Area,3424.0,ha,NSI,,,,,Yes,
ES612,Sugar beet,2020,Production,178667.0,t,NSI,,,,,Yes,
ES612,Sugar beet,2020,Yield,52.181,t/ha,NSI,,,Yes,,Yes,
ES613,Sugar beet,2020,Area,21.0,ha,NSI,,,,,Yes,
ES613,Sugar beet,2020,Production,1218.0,t,NSI,,,,,Yes,
ES613,Sugar beet,2020,Yield,58.0,t/ha,NSI,,,Yes,,Yes,
ES614,Sugar beet,2020,Area,0.0,ha,NSI,,,,,Yes,
ES614,Sugar beet,2020,Production,0.0,t,NSI,,,,,Yes,
ES614,Sugar beet,2020,Yield,0.0,t/ha,NSI,,,Yes,,Yes,
ES615,Sugar beet,2020,Area,2.0,ha,NSI,,,,,Yes,
ES615,Sugar beet,2020,Production,160.0,t,NSI,,,,,Yes,
ES615,Sugar beet,2020,Yield,80.0,t/ha,NSI,,,Yes,,Yes,
ES616,Sugar beet,2020,Area,0.0,ha,NSI,,,,,Yes,
ES616,Sugar beet,2020,Production,0.0,t,NSI,,,,,Yes,
ES616,Sugar beet,2020,Yield,0.0,t/ha,NSI,,,Yes,,Yes,
ES617,Sugar beet,2020,Area,0.0,ha,NSI,,,,,Yes,
ES617,Sugar beet,2020,Production,0.0,t,NSI,,,,,Yes,
ES617,Sugar beet,2020,Yield,0.0,t/ha,NSI,,,Yes,,Yes,
ES618,Sugar beet,2020,Area,4330.0,ha,NSI,,,,,Yes,
ES618,Sugar beet,2020,Production,396059.0,t,NSI,,,,,Yes,
ES618,Sugar beet,2020,Yield,91.469,t/ha,NSI,,,Yes,,Yes,
ES620,Sugar beet,2020,Area,0.0,ha,NSI,,,,,Yes,
ES620,Sugar beet,2020,Production,0.0,t,NSI,,,,,Yes,
ES620,Sugar beet,2020,Yield,0.0,t/ha,NSI,,,Yes,,Yes,
FI193,Sugar beet,2020,Area,,ha,NSI,,,,Yes,,
FI193,Sugar beet,2020,Production,200.0,t,NSI,,,,,,
FI193,Sugar beet,2020,Yield,,t/ha,NSI,,,,Yes,,
FI194,Sugar beet,2020,Area,200.0,ha,NSI,,,,,Yes,
FI194,Sugar beet,2020,Production,9200.0,t,NSI,,,,,Yes,
FI194,Sugar beet,2020,Yield,46.0,t/ha,NSI,,,,,Yes,
FI195,Sugar beet,2020,Area,365.0,ha,NSI,Yes,,,,Yes,
FI195,Sugar beet,2020,Production,17447.0,t,NSI,Yes,,,,Yes,
FI195,Sugar beet,2020,Yield,47.8,t/ha,NSI,Yes,,,,Yes,
FI196,Sugar beet,2020,Area,4000.0,ha,NSI,,,,,No,
FI196,Sugar beet,2020,Production,153100.0,t,NSI,,,,,No,
FI196,Sugar beet,2020,Yield,38.77,t/ha,NSI,,,Yes,,No,
FI197,Sugar beet,2020,Area,100.0,ha,NSI,,,,,Yes,
FI197,Sugar beet,2020,Production,1900.0,t,NSI,,,,,Yes,
FI197,Sugar beet,2020,Yield,19.0,t/ha,NSI,,,,,Yes,
FI1B1,Sugar beet,2020,Area,200.0,ha,NSI,,,,,No,
FI1B1,Sugar beet,2020,Production,8900.0,t,NSI,,,,,No,
FI1B1,Sugar beet,2020,Yield,38.75,t/ha,NSI,,,Yes,,No,
FI1C1,Sugar beet,2020,Area,4700.0,ha,NSI,,,,,Yes,
FI1C1,Sugar beet,2020,Production,178200.0,t,NSI,,,,,Yes,
FI1C1,Sugar beet,2020,Yield,38.1,t/ha,NSI,,,Yes,,Yes,
FI1C2,Sugar beet,2020,Area,767.0,ha,NSI,Yes,,,,No,
FI1C2,Sugar beet,2020,Production,27199.0,t,NSI,Yes,,,,No,
FI1C2,Sugar beet,2020,Yield,36.0,t/ha,NSI,Yes,,Yes,,No,
FI1C3,Sugar beet,2020,Area,533.0,ha,NSI,Yes,,,,No,
FI1C3,Sugar beet,2020,Production,18901.0,t,NSI,Yes,,,,No,
FI1C3,Sugar beet,2020,Yield,36.0,t/ha,NSI,Yes,,Yes,,No,
FI1C4,Sugar beet,2020,Area,0.0,ha,NSI,Yes,,,,Yes,
FI1C4,Sugar beet,2020,Production,0.0,t,NSI,Yes,,,,Yes,
FI1C4,Sugar beet,2020,Yield,0.0,t/ha,NSI,Yes,,,,Yes,
FI1C5,Sugar beet,2020,Area,0.0,ha,NSI,Yes,,,,Yes,
FI1C5,Sugar beet,2020,Production,0.0,t,NSI,Yes,,,,Yes,
FI1C5,Sugar beet,2020,Yield,0.0,t/ha,NSI,Yes,,,,Yes,
FI1D1,Sugar beet,2020,Area,0.0,ha,NSI,,,,,Yes,
FI1D1,Sugar beet,2020,Production,0.0,t,NSI,,,,,Yes,
FI1D1,Sugar beet,2020,Yield,0.0,t/ha,NSI,,,,,Yes,
FI1D2,Sugar beet,2020,Area,0.0,ha,NSI,,,,,Yes,
FI1D2,Sugar beet,2020,Production,0.0,t,NSI,,,,,Yes,
FI1D2,Sugar beet,2020,Yield,0.0,t/ha,NSI,,,,,Yes,
FI1D3,Sugar beet,2020,Area,0.0,ha,NSI,,,,,Yes,
FI1D3,Sugar beet,2020,Production,0.0,t,NSI,,,,,Yes,
FI1D3,Sugar beet,2020,Yield,0.0,t/ha,NSI,,,,,Yes,
FI1D5,Sugar beet,2020,Area,135.0,ha,NSI,Yes,,,,Yes,
FI1D5,Sugar beet,2020,Production,6453.0,t,NSI,Yes,,,,Yes,
FI1D5,Sugar beet,2020,Yield,47.8,t/ha,NSI,Yes,,,,Yes,
FI1D7,Sugar beet,2020,Area,0.0,ha,NSI,,,,,Yes,
FI1D7,Sugar beet,2020,Production,0.0,t,NSI,,,,,Yes,
FI1D7,Sugar beet,2020,Yield,0.0,t/ha,NSI,,,,,Yes,
FI1D8,Sugar beet,2020,Area,0.0,ha,NSI,,,,,Yes,
FI1D8,Sugar beet,2020,Production,0.0,t,NSI,,,,,Yes,
FI1D8,Sugar beet,2020,Yield,0.0,t/ha,NSI,,,,,Yes,
FI1D9,Sugar beet,2020,Area,0.0,ha,NSI,,,,,Yes,
FI1D9,Sugar beet,2020,Production,0.0,t,NSI,,,,,Yes,
FI1D9,Sugar beet,2020,Yield,0.0,t/ha,NSI,,,,,Yes,
FI200,Sugar beet,2020,Area,0.0,ha,NSI,,,,,Yes,
FI200,Sugar beet,2020,Production,0.0,t,NSI,,,,,Yes,
FI200,Sugar beet,2020,Yield,0.0,t/ha,NSI,,,,,Yes,
FR102,Sugar beet,2020,Area,30735.0,ha,NSI,,,,,Yes,
FR102,Sugar beet,2020,Production,1198665.0,t,NSI,,,,,Yes,
FR102,Sugar beet,2020,Yield,39.0,t/ha,NSI,,,,,Yes,
FR103,Sugar beet,2020,Area,1770.0,ha,NSI,,,,,Yes,
FR103,Sugar beet,2020,Production,61950.0,t,NSI,,,,,Yes,
FR103,Sugar beet,2020,Yield,35.0,t/ha,NSI,,,,,Yes,
FR104,Sugar beet,2020,Area,5710.0,ha,NSI,,,,,Yes,
FR104,Sugar beet,2020,Production,194140.0,t,NSI,,,,,Yes,
FR104,Sugar beet,2020,Yield,34.0,t/ha,NSI,,,,,Yes,
FR105,Sugar beet,2020,Area,0.0,ha,NSI,,,,,Yes,
FR105,Sugar beet,2020,Production,0.0,t,NSI,,,,,Yes,
FR105,Sugar beet,2020,Yield,0.0,t/ha,NSI,,,Yes,,Yes,
FR106,Sugar beet,2020,Area,75.0,ha,NSI,,,,,Yes,
FR106,Sugar beet,2020,Production,3675.0,t,NSI,,,,,Yes,
FR106,Sugar beet,2020,Yield,49.0,t/ha,NSI,,,,,Yes,
FR107,Sugar beet,2020,Area,65.0,ha,NSI,,,,,Yes,
FR107,Sugar beet,2020,Production,2210.0,t,NSI,,,,,Yes,
FR107,Sugar beet,2020,Yield,34.0,t/ha,NSI,,,,,Yes,
FR108,Sugar beet,2020,Area,5060.0,ha,NSI,,,,,Yes,
FR108,Sugar beet,2020,Production,247940.0,t,NSI,,,,,Yes,
FR108,Sugar beet,2020,Yield,49.0,t/ha,NSI,,,,,Yes,
FRB01,Sugar beet,2020,Area,0.0,ha,NSI,,,,,Yes,
FRB01,Sugar beet,2020,Production,0.0,t,NSI,,,,,Yes,
FRB01,Sugar beet,2020,Yield,0.0,t/ha,NSI,,,Yes,,Yes,
FRB02,Sugar beet,2020,Area,10920.0,ha,NSI,,,,,Yes,
FRB02,Sugar beet,2020,Production,447720.0,t,NSI,,,,,Yes,
FRB02,Sugar beet,2020,Yield,41.0,t/ha,NSI,,,,,Yes,
FRB03,Sugar beet,2020,Area,0.0,ha,NSI,,,,,Yes,
FRB03,Sugar beet,2020,Production,0.0,t,NSI,,,,,Yes,
FRB03,Sugar beet,2020,Yield,0.0,t/ha,NSI,,,Yes,,Yes,
FRB04,Sugar beet,2020,Area,0.0,ha,NSI,,,,,Yes,
FRB04,Sugar beet,2020,Production,0.0,t,NSI,,,,,Yes,
FRB04,Sugar beet,2020,Yield,0.0,t/ha,NSI,,,Yes,,Yes,
FRB05,Sugar beet,2020,Area,1200.0,ha,NSI,,,,,Yes,
FRB05,Sugar beet,2020,Production,60000.0,t,NSI,,,,,Yes,
FRB05,Sugar beet,2020,Yield,50.0,t/ha,NSI,,,,,Yes,
FRB06,Sugar beet,2020,Area,17550.0,ha,NSI,,,,,Yes,
FRB06,Sugar beet,2020,Production,772200.0,t,NSI,,,,,Yes,
FRB06,Sugar beet,2020,Yield,44.0,t/ha,NSI,,,,,Yes,
FRC11,Sugar beet,2020,Area,0.0,ha,NSI,,,,,Yes,
FRC11,Sugar beet,2020,Production,0.0,t,NSI,,,,,Yes,
FRC11,Sugar beet,2020,Yield,0.0,t/ha,NSI,,,Yes,,Yes,
FRC12,Sugar beet,2020,Area,0.0,ha,NSI,,,,,Yes,
FRC12,Sugar beet,2020,Production,0.0,t,NSI,,,,,Yes,
FRC12,Sugar beet,2020,Yield,0.0,t/ha,NSI,,,Yes,,Yes,
FRC13,Sugar beet,2020,Area,0.0,ha,NSI,,,,,Yes,
FRC13,Sugar beet,2020,Production,0.0,t,NSI,,,,,Yes,
FRC13,Sugar beet,2020,Yield,0.0,t/ha,NSI,,,Yes,,Yes,
FRC14,Sugar beet,2020,Area,2570.0,ha,NSI,,,,,Yes,
FRC14,Sugar beet,2020,Production,70215.3,t,NSI,,,,,Yes,
FRC14,Sugar beet,2020,Yield,27.32,t/ha,NSI,,,,,Yes,
FRC21,Sugar beet,2020,Area,0.0,ha,NSI,,,,,Yes,
FRC21,Sugar beet,2020,Production,0.0,t,NSI,,,,,Yes,
FRC21,Sugar beet,2020,Yield,0.0,t/ha,NSI,,,Yes,,Yes,
FRC22,Sugar beet,2020,Area,0.0,ha,NSI,,,,,Yes,
FRC22,Sugar beet,2020,Production,0.0,t,NSI,,,,,Yes,
FRC22,Sugar beet,2020,Yield,0.0,t/ha,NSI,,,Yes,,Yes,
FRC23,Sugar beet,2020,Area,0.0,ha,NSI,,,,,Yes,
FRC23,Sugar beet,2020,Production,0.0,t,NSI,,,,,Yes,
FRC23,Sugar beet,2020,Yield,0.0,t/ha,NSI,,,Yes,,Yes,
FRD11,Sugar beet,2020,Area,90.0,ha,NSI,,,,,Yes,
FRD11,Sugar beet,2020,Production,7200.0,t,NSI,,,,,Yes,
FRD11,Sugar beet,2020,Yield,80.0,t/ha,NSI,,,,,Yes,
FRD12,Sugar beet,2020,Area,140.0,ha,NSI,,,,,Yes,
FRD12,Sugar beet,2020,Production,9800.0,t,NSI,,,,,Yes,
FRD12,Sugar beet,2020,Yield,70.0,t/ha,NSI,,,,,Yes,
FRD13,Sugar beet,2020,Area,450.0,ha,NSI,,,,,Yes,
FRD13,Sugar beet,2020,Production,29250.0,t,NSI,,,,,Yes,
FRD13,Sugar beet,2020,Yield,65.0,t/ha,NSI,,,,,Yes,
FRD21,Sugar beet,2020,Area,11620.0,ha,NSI,,,,,Yes,
FRD21,Sugar beet,2020,Production,755300.0,t,NSI,,,,,Yes,
FRD21,Sugar beet,2020,Yield,65.0,t/ha,NSI,,,,,Yes,
FRD22,Sugar beet,2020,Area,14900.0,ha,NSI,,,,,Yes,
FRD22,Sugar beet,2020,Production,1281400.0,t,NSI,,,,,Yes,
FRD22,Sugar beet,2020,Yield,86.0,t/ha,NSI,,,,,Yes,
FRE11,Sugar beet,2020,Area,24125.0,ha,NSI,,,,,Yes,
FRE11,Sugar beet,2020,Production,1978250.0,t,NSI,,,,,Yes,
FRE11,Sugar beet,2020,Yield,82.0,t/ha,NSI,,,,,Yes,
FRE12,Sugar beet,2020,Area,38495.0,ha,NSI,,,,,Yes,
FRE12,Sugar beet,2020,Production,3156590.0,t,NSI,,,,,Yes,
FRE12,Sugar beet,2020,Yield,82.0,t/ha,NSI,,,,,Yes,
FRE21,Sugar beet,2020,Area,62980.0,ha,NSI,,,,,Yes,
FRE21,Sugar beet,2020,Production,3778800.0,t,NSI,,,,,Yes,
FRE21,Sugar beet,2020,Yield,60.0,t/ha,NSI,,,,,Yes,
FRE22,Sugar beet,2020,Area,37485.0,ha,NSI,,,,,Yes,
FRE22,Sugar beet,2020,Production,1949220.0,t,NSI,,,,,Yes,
FRE22,Sugar beet,2020,Yield,52.0,t/ha,NSI,,,,,Yes,
FRE23,Sugar beet,2020,Area,46345.0,ha,NSI,,,,,Yes,
FRE23,Sugar beet,2020,Production,3489778.5,t,NSI,,,,,Yes,
FRE23,Sugar beet,2020,Yield,75.3,t/ha,NSI,,,,,Yes,
FRF11,Sugar beet,2020,Area,4663.0,ha,NSI,,,,,Yes,
FRF11,Sugar beet,2020,Production,347393.5,t,NSI,,,,,Yes,
FRF11,Sugar beet,2020,Yield,74.5,t/ha,NSI,,,,,Yes,
FRF12,Sugar beet,2020,Area,1061.0,ha,NSI,,,,,Yes,
FRF12,Sugar beet,2020,Production,99734.0,t,NSI,,,,,Yes,
FRF12,Sugar beet,2020,Yield,94.0,t/ha,NSI,,,,,Yes,
FRF21,Sugar beet,2020,Area,12600.0,ha,NSI,,,,,Yes,
FRF21,Sugar beet,2020,Production,756000.0,t,NSI,,,,,Yes,
FRF21,Sugar beet,2020,Yield,60.0,t/ha,NSI,,,,,Yes,
FRF22,Sugar beet,2020,Area,26800.0,ha,NSI,,,,,Yes,
FRF22,Sugar beet,2020,Production,1474000.0,t,NSI,,,,,Yes,
FRF22,Sugar beet,2020,Yield,55.0,t/ha,NSI,,,,,Yes,
FRF23,Sugar beet,2020,Area,61300.0,ha,NSI,,,,,Yes,
FRF23,Sugar beet,2020,Production,3984500.0,t,NSI,,,,,Yes,
FRF23,Sugar beet,2020,Yield,65.0,t/ha,NSI,,,,,Yes,
FRF24,Sugar beet,2020,Area,125.0,ha,NSI,,,,,Yes,
FRF24,Sugar beet,2020,Production,6250.0,t,NSI,,,,,Yes,
FRF24,Sugar beet,2020,Yield,50.0,t/ha,NSI,,,,,Yes,
FRF31,Sugar beet,2020,Area,0.0,ha,NSI,,,,,Yes,
FRF31,Sugar beet,2020,Production,0.0,t,NSI,,,,,Yes,
FRF31,Sugar beet,2020,Yield,0.0,t/ha,NSI,,,Yes,,Yes,
FRF32,Sugar beet,2020,Area,210.0,ha,NSI,,,,,Yes,
FRF32,Sugar beet,2020,Production,12600.0,t,NSI,,,,,Yes,
FRF32,Sugar beet,2020,Yield,60.0,t/ha,NSI,,,,,Yes,
FRF33,Sugar beet,2020,Area,249.0,ha,NSI,,,,,Yes,
FRF33,Sugar beet,2020,Production,14068.5,t,NSI,,,,,Yes,
FRF33,Sugar beet,2020,Yield,56.5,t/ha,NSI,,,,,Yes,
FRF34,Sugar beet,2020,Area,0.0,ha,NSI,,,,,Yes,
FRF34,Sugar beet,2020,Production,0.0,t,NSI,,,,,Yes,
FRF34,Sugar beet,2020,Yield,0.0,t/ha,NSI,,,Yes,,Yes,
FRG01,Sugar beet,2020,Area,32.0,ha,NSI,,,,,Yes,
FRG01,Sugar beet,2020,Production,2144.0,t,NSI,,,,,Yes,
FRG01,Sugar beet,2020,Yield,67.0,t/ha,NSI,,,,,Yes,
FRG02,Sugar beet,2020,Area,214.0,ha,NSI,,,,,Yes,
FRG02,Sugar beet,2020,Production,14338.0,t,NSI,,,,,Yes,
FRG02,Sugar beet,2020,Yield,67.0,t/ha,NSI,,,,,Yes,
FRG03,Sugar beet,2020,Area,99.0,ha,NSI,,,,,Yes,
FRG03,Sugar beet,2020,Production,6633.0,t,NSI,,,,,Yes,
FRG03,Sugar beet,2020,Yield,67.0,t/ha,NSI,,,,,Yes,
FRG04,Sugar beet,2020,Area,761.0,ha,NSI,,,,,Yes,
FRG04,Sugar beet,2020,Production,53650.5,t,NSI,,,,,Yes,
FRG04,Sugar beet,2020,Yield,70.5,t/ha,NSI,,,,,Yes,
FRG05,Sugar beet,2020,Area,100.0,ha,NSI,,,,,Yes,
FRG05,Sugar beet,2020,Production,6700.0,t,NSI,,,,,Yes,
FRG05,Sugar beet,2020,Yield,67.0,t/ha,NSI,,,,,Yes,
FRH01,Sugar beet,2020,Area,38.0,ha,NSI,,,,,Yes,
FRH01,Sugar beet,2020,Production,3234.0,t,NSI,,,,,Yes,
FRH01,Sugar beet,2020,Yield,85.11,t/ha,NSI,,,,,Yes,
FRH02,Sugar beet,2020,Area,118.0,ha,NSI,,,,,Yes,
FRH02,Sugar beet,2020,Production,10042.0,t,NSI,,,,,Yes,
FRH02,Sugar beet,2020,Yield,85.1,t/ha,NSI,,,,,Yes,
FRH03,Sugar beet,2020,Area,174.0,ha,NSI,,,,,Yes,
FRH03,Sugar beet,2020,Production,14807.5,t,NSI,,,,,Yes,
FRH03,Sugar beet,2020,Yield,85.1,t/ha,NSI,,,,,Yes,
FRH04,Sugar beet,2020,Area,82.0,ha,NSI,,,,,Yes,
FRH04,Sugar beet,2020,Production,6978.0,t,NSI,,,,,Yes,
FRH04,Sugar beet,2020,Yield,85.1,t/ha,NSI,,,,,Yes,
FRI11,Sugar beet,2020,Area,0.0,ha,NSI,,,,,Yes,
FRI11,Sugar beet,2020,Production,0.0,t,NSI,,,,,Yes,
FRI11,Sugar beet,2020,Yield,0.0,t/ha,NSI,,,Yes,,Yes,
FRI12,Sugar beet,2020,Area,0.0,ha,NSI,,,,,Yes,
FRI12,Sugar beet,2020,Production,0.0,t,NSI,,,,,Yes,
FRI12,Sugar beet,2020,Yield,0.0,t/ha,NSI,,,Yes,,Yes,
FRI13,Sugar beet,2020,Area,0.0,ha,NSI,,,,,Yes,
FRI13,Sugar beet,2020,Production,0.0,t,NSI,,,,,Yes,
FRI13,Sugar beet,2020,Yield,0.0,t/ha,NSI,,,Yes,,Yes,
FRI14,Sugar beet,2020,Area,0.0,ha,NSI,,,,,Yes,
FRI14,Sugar beet,2020,Production,0.0,t,NSI,,,,,Yes,
FRI14,Sugar beet,2020,Yield,0.0,t/ha,NSI,,,Yes,,Yes,
FRI15,Sugar beet,2020,Area,0.0,ha,NSI,,,,,Yes,
FRI15,Sugar beet,2020,Production,0.0,t,NSI,,,,,Yes,
FRI15,Sugar beet,2020,Yield,0.0,t/ha,NSI,,,Yes,,Yes,
FRI21,Sugar beet,2020,Area,0.0,ha,NSI,,,,,Yes,
FRI21,Sugar beet,2020,Production,0.0,t,NSI,,,,,Yes,
FRI21,Sugar beet,2020,Yield,0.0,t/ha,NSI,,,Yes,,Yes,
FRI22,Sugar beet,2020,Area,0.0,ha,NSI,,,,,Yes,
FRI22,Sugar beet,2020,Production,0.0,t,NSI,,,,,Yes,
FRI22,Sugar beet,2020,Yield,0.0,t/ha,NSI,,,Yes,,Yes,
FRI23,Sugar beet,2020,Area,0.0,ha,NSI,,,,,Yes,
FRI23,Sugar beet,2020,Production,0.0,t,NSI,,,,,Yes,
FRI23,Sugar beet,2020,Yield,0.0,t/ha,NSI,,,Yes,,Yes,
FRI31,Sugar beet,2020,Area,0.0,ha,NSI,,,,,Yes,
FRI31,Sugar beet,2020,Production,0.0,t,NSI,,,,,Yes,
FRI31,Sugar beet,2020,Yield,0.0,t/ha,NSI,,,Yes,,Yes,
FRI32,Sugar beet,2020,Area,0.0,ha,NSI,,,,,Yes,
FRI32,Sugar beet,2020,Production,0.0,t,NSI,,,,,Yes,
